path,transcription,action,object,location
wavs/speakers/qNY4Qwveojc8jlm4/2b5858c0-44cf-11e9-a8b6-e96f2628bf65.wav,Set the language,change language,none,none
wavs/speakers/g2dnA9Wpvzi2WAmZ/44473fc0-4549-11e9-aa52-bf2189a03a60.wav,Turn the temperature down in the bathroom,decrease,heat,washroom
wavs/speakers/oRrwPDNPlAieQr8Q/0ba34430-4520-11e9-a843-8db76f4b5e29.wav,Bedroom lights off,deactivate,lights,bedroom
wavs/speakers/R3mexpM2YAtdPbL7/e29f0dc0-44fd-11e9-a1ea-79ca03012c0e.wav,Bring shoes,bring,shoes,none
wavs/speakers/qNY4Qwveojc8jlm4/bdc5b2c0-44cf-11e9-a8b6-e96f2628bf65.wav,Turn on the lights in the bedroom,activate,lights,bedroom
wavs/speakers/9EWlVBQo9rtqRYdy/03f41960-45ef-11e9-aa19-e96346c3828f.wav,Turn the bathroom lights on,activate,lights,washroom
wavs/speakers/ro5AaKwypZIqNEp2/984269b0-4481-11e9-a9a5-5dbec3b8816a.wav,Pause,deactivate,music,none
wavs/speakers/anvKyBjB5OiP5dYZ/f93aa400-4579-11e9-9600-8f19ade2128c.wav,"I couldn't hear anything, turn up the volume",increase,volume,none
wavs/speakers/ywE435j4gVizvw3R/fc6d0330-4500-11e9-a1ea-79ca03012c0e.wav,Play the music,activate,music,none
wavs/speakers/Xygv5loxdZtrywr9/ef16d490-4528-11e9-a843-8db76f4b5e29.wav,Go get me some juice,bring,juice,none
wavs/speakers/Gym5dABePPHA8mZK9/2140e740-45f0-11e9-aa19-e96346c3828f.wav,Pause,deactivate,music,none
wavs/speakers/Xygv5loxdZtrywr9/7f89cde0-4518-11e9-9035-7943ec3b842a.wav,Switch the kitchen lights on,activate,lights,kitchen
wavs/speakers/Rq9EA8dEeZcEwada2/a16117c0-45db-11e9-81ce-69b74fd7e64e.wav,Kitchen lights off,deactivate,lights,kitchen
wavs/speakers/n5XllaB4gZFwZXkBz/09380820-45f2-11e9-aa19-e96346c3828f.wav,Lights on,activate,lights,none
wavs/speakers/d3erpmyk9yFlVyrZ/9cfd4ad0-460f-11e9-bc65-55b32b211b66.wav,Pause music,deactivate,music,none
wavs/speakers/Gym5dABePPHA8mZK9/f1ce8830-45f1-11e9-aa19-e96346c3828f.wav,Turn down the bedroom heat,decrease,heat,bedroom
wavs/speakers/RjDBre8jzzhdr4YL/4e1b1330-4415-11e9-85a0-dd11eb2f13b6.wav,Could you decrease the heating please?,decrease,heat,none
wavs/speakers/73bEEYMKLwtmVwV43/fb4be250-452d-11e9-b1e4-e5985dca719e.wav,Bathroom heat up,increase,heat,washroom
wavs/speakers/neaPN7GbBEUex8rV/45b390d0-45d4-11e9-9992-dfba019cb646.wav,Switch on the lamp,activate,lamp,none
wavs/speakers/xEYa2wgAQof3wyEO/dba45330-453a-11e9-b1e4-e5985dca719e.wav,Set language to English,change language,English,none
wavs/speakers/R3mexpM2YAtdPbL7/652b5a40-44ff-11e9-a1ea-79ca03012c0e.wav,Lights off in the bedroom,deactivate,lights,bedroom
wavs/speakers/R3mexpM2YAtdPbL7/5e8d1630-44fd-11e9-a1ea-79ca03012c0e.wav,Could you decrease the heating please?,decrease,heat,none
wavs/speakers/neaPN7GbBEUex8rV/4da4f3b0-45d4-11e9-9992-dfba019cb646.wav,Turn off the lamp,deactivate,lamp,none
wavs/speakers/WYmlNV2rDkSaALOE/13fd5e60-4438-11e9-beaa-1f3e1eab7bff.wav,Turn down the bedroom heat,decrease,heat,bedroom
wavs/speakers/oRrwPDNPlAieQr8Q/668541f0-4520-11e9-a843-8db76f4b5e29.wav,Decrease audio volume,decrease,volume,none
wavs/speakers/mor8vDGkaOHzLLWBp/a3b4d690-453d-11e9-b1e4-e5985dca719e.wav,Turn the temperature up,increase,heat,none
wavs/speakers/9EWlVBQo9rtqRYdy/b640abf0-45f0-11e9-aa19-e96346c3828f.wav,Bring shoes,bring,shoes,none
wavs/speakers/anvKyBjB5OiP5dYZ/e6e94c10-4575-11e9-9600-8f19ade2128c.wav,Turn down the temperature,decrease,heat,none
wavs/speakers/anvKyBjB5OiP5dYZ/c0950580-4576-11e9-9600-8f19ade2128c.wav,Decrease volume,decrease,volume,none
wavs/speakers/ZebMRl5Z7dhrPKRD/a789c900-4561-11e9-9600-8f19ade2128c.wav,Turn the bedroom heat up,increase,heat,bedroom
wavs/speakers/gNYvkbx3gof2Y3V9/23a774c0-44e4-11e9-bb82-bdba769643e7.wav,More heat,increase,heat,none
wavs/speakers/Xygv5loxdZtrywr9/bfa3a7a0-4529-11e9-a843-8db76f4b5e29.wav,Turn up the temperature,increase,heat,none
wavs/speakers/xwzgmmv5ZOiVaxXz/9198b4e0-4538-11e9-b1e4-e5985dca719e.wav,Turn the heat down in the kitchen,decrease,heat,kitchen
wavs/speakers/zZezMeg5XvcbRdg3/527d32e0-45d8-11e9-81ce-69b74fd7e64e.wav,Decrease the temperature in the bathroom,decrease,heat,washroom
wavs/speakers/Z7BXPnplxGUjZdmBZ/c8860cf0-44f7-11e9-a1ea-79ca03012c0e.wav,Decrease audio volume,decrease,volume,none
wavs/speakers/KqDyvgWm4Wh8ZDM7/d78fc180-44db-11e9-a8b6-e96f2628bf65.wav,Bring the newspaper,bring,newspaper,none
wavs/speakers/xwpvGaaWl5c3G5N3/bb9f6590-45ba-11e9-8ec0-7bf21d1cfe30.wav,I need to practice my Chinese. Switch the language,change language,Chinese,none
wavs/speakers/d3erpmyk9yFlVyrZ/6363eb90-460e-11e9-bc65-55b32b211b66.wav,Kitchen heat down,decrease,heat,kitchen
wavs/speakers/kxgXN97ALmHbaezp/c8ee9fc0-4468-11e9-beaa-1f3e1eab7bff.wav,Get me some juice,bring,juice,none
wavs/speakers/WYmlNV2rDkSaALOE/cc779d10-4434-11e9-beaa-1f3e1eab7bff.wav,Turn down the bedroom heat,decrease,heat,bedroom
wavs/speakers/73bEEYMKLwtmVwV43/875cd8b0-452b-11e9-a843-8db76f4b5e29.wav,Volume up,increase,volume,none
wavs/speakers/G3QxQd7qGRuXAZda/372bcc90-45e7-11e9-b578-494a5b19ab8b.wav,Increase the heating in the bathroom,increase,heat,washroom
wavs/speakers/ZebMRl5Z7dhrPKRD/4c00a3e0-4563-11e9-9600-8f19ade2128c.wav,Switch languages,change language,none,none
wavs/speakers/xRQE5VD7rRHVdyvM/91f591c0-45c3-11e9-8ec0-7bf21d1cfe30.wav,Bring juice,bring,juice,none
wavs/speakers/xwzgmmv5ZOiVaxXz/1939aa20-453a-11e9-b1e4-e5985dca719e.wav,Turn the lamp on,activate,lamp,none
wavs/speakers/AY5e3mMgZkIyG3Ox/ca5c4740-446d-11e9-beaa-1f3e1eab7bff.wav,Make it cooler,decrease,heat,none
wavs/speakers/9EWlVBQo9rtqRYdy/a6798150-45ec-11e9-aa19-e96346c3828f.wav,Bedroom lights off,deactivate,lights,bedroom
wavs/speakers/M4ybygBlWqImBn9oZ/45a05860-454f-11e9-aa52-bf2189a03a60.wav,Too loud,decrease,volume,none
wavs/speakers/2ojo7YRL7Gck83Z3/8b3359e0-45e0-11e9-81ce-69b74fd7e64e.wav,Use a different language,change language,none,none
wavs/speakers/9EWlVBQo9rtqRYdy/1a4c45d0-45ee-11e9-aa19-e96346c3828f.wav,Fetch my socks,bring,socks,none
wavs/speakers/ObdQbr9wyDfbmW4E/5f46fc20-4454-11e9-beaa-1f3e1eab7bff.wav,Turn up the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/jgxq52DoPpsR9ZRx/db310580-451a-11e9-9035-7943ec3b842a.wav,Increase the heating in the bedroom,increase,heat,bedroom
wavs/speakers/Z7BXPnplxGUjZdmBZ/d52651e0-44f7-11e9-a1ea-79ca03012c0e.wav,Decrease the volume,decrease,volume,none
wavs/speakers/Xygv5loxdZtrywr9/0bb56ba0-452b-11e9-a843-8db76f4b5e29.wav,That’s too loud,decrease,volume,none
wavs/speakers/G3QxQd7qGRuXAZda/fa00b3b0-45e8-11e9-b578-494a5b19ab8b.wav,I can't hear that,increase,volume,none
wavs/speakers/BvyakyrDmQfWEABb/11408890-460a-11e9-bc65-55b32b211b66.wav,Turn the heat down in the washroom,decrease,heat,washroom
wavs/speakers/R3mexpM2YAtdPbL7/79e6edb0-44fe-11e9-a1ea-79ca03012c0e.wav,Set language to Chinese,change language,Chinese,none
wavs/speakers/73bEEYMKLwtmVwV43/7f2bca30-452a-11e9-a843-8db76f4b5e29.wav,Get me some juice,bring,juice,none
wavs/speakers/R3mexpM2YAtdPbL7/e2c0e640-4500-11e9-a1ea-79ca03012c0e.wav,Set language to English,change language,English,none
wavs/speakers/ppzZqYxGkESMdA5Az/20cb4bc0-4474-11e9-a9a5-5dbec3b8816a.wav,Turn down the volume,decrease,volume,none
wavs/speakers/xwpvGaaWl5c3G5N3/16407c00-45b6-11e9-8ec0-7bf21d1cfe30.wav,Bathroom heat up,increase,heat,washroom
wavs/speakers/Rq9EA8dEeZcEwada2/3bf989a0-45d9-11e9-81ce-69b74fd7e64e.wav,More heat,increase,heat,none
wavs/speakers/d2waAp3pEjiWgrDEY/ec930a80-4515-11e9-9035-7943ec3b842a.wav,Bring socks,bring,socks,none
wavs/speakers/R3mXwwoaX9IoRVKe/15e2eac0-454a-11e9-aa52-bf2189a03a60.wav,Increase the heating,increase,heat,none
wavs/speakers/mor8vDGkaOHzLLWBp/0d832c20-453e-11e9-b1e4-e5985dca719e.wav,Kitchen lights off,deactivate,lights,kitchen
wavs/speakers/kNnmb7MdArswxLYw/a6823e70-45ed-11e9-aa19-e96346c3828f.wav,Could you increase the heating?,increase,heat,none
wavs/speakers/Rq9EA8dEeZcEwada2/38565d20-45d7-11e9-81ce-69b74fd7e64e.wav,Lamp on,activate,lamp,none
wavs/speakers/n5XllaB4gZFwZXkBz/e140ae00-45f4-11e9-aa19-e96346c3828f.wav,Bring me some juice,bring,juice,none
wavs/speakers/eLQ3mNg27GHLkDej/729379e0-453d-11e9-b1e4-e5985dca719e.wav,Could you increase the heating please?,increase,heat,none
wavs/speakers/ObdQbr9wyDfbmW4E/362dbea0-4454-11e9-beaa-1f3e1eab7bff.wav,"It’s too loud, turn it down",decrease,volume,none
wavs/speakers/qNY4Qwveojc8jlm4/79b9f5a0-44cf-11e9-a8b6-e96f2628bf65.wav,Turn down the volume,decrease,volume,none
wavs/speakers/gvKeNY2D3Rs2jRdL/a8a58250-459a-11e9-bf4b-216bfa333ac2.wav,Change system language,change language,none,none
wavs/speakers/G3QxQd7qGRuXAZda/83d929c0-45e7-11e9-b578-494a5b19ab8b.wav,Turn the temperature down in the bathroom,decrease,heat,washroom
wavs/speakers/xRQE5VD7rRHVdyvM/f5ce7420-45c6-11e9-8ec0-7bf21d1cfe30.wav,Switch language,change language,none,none
wavs/speakers/n5XllaB4gZFwZXkBz/13af8100-45ef-11e9-aa19-e96346c3828f.wav,Turn off the lights in the bedroom,deactivate,lights,bedroom
wavs/speakers/oXjpaOq4wVUezb3x/33b14680-4510-11e9-9539-7f047cfe24d1.wav,Switch language,change language,none,none
wavs/speakers/gNYvkbx3gof2Y3V9/63f6e2a0-44e3-11e9-bb82-bdba769643e7.wav,Bathroom lights on,activate,lights,washroom
wavs/speakers/g2dnA9Wpvzi2WAmZ/338c10d0-4548-11e9-aa52-bf2189a03a60.wav,Increase the temperature,increase,heat,none
wavs/speakers/R3mXwwoaX9IoRVKe/6b6ebb30-4550-11e9-aa52-bf2189a03a60.wav,Increase the sound volume,increase,volume,none
wavs/speakers/9EWlVBQo9rtqRYdy/26a66490-45ef-11e9-aa19-e96346c3828f.wav,Turn the bedroom lights off,deactivate,lights,bedroom
wavs/speakers/ppzZqYxGkESMdA5Az/8dd7ee50-4472-11e9-a9a5-5dbec3b8816a.wav,Decrease the heating in the kitchen,decrease,heat,kitchen
wavs/speakers/d2waAp3pEjiWgrDEY/0afb4230-4511-11e9-9539-7f047cfe24d1.wav,Volume up,increase,volume,none
wavs/speakers/RjDBre8jzzhdr4YL/ca9319e0-4419-11e9-85a0-dd11eb2f13b6.wav,"I couldn't hear anything, turn up the volume",increase,volume,none
wavs/speakers/xEYa2wgAQof3wyEO/2199c370-4531-11e9-b1e4-e5985dca719e.wav,Lights off,deactivate,lights,none
wavs/speakers/mor8vDGkaOHzLLWBp/ec26fb10-453d-11e9-b1e4-e5985dca719e.wav,Turn on the washroom lights,activate,lights,washroom
wavs/speakers/oRrwPDNPlAieQr8Q/4daec150-451c-11e9-9035-7943ec3b842a.wav,Turn the volume down,decrease,volume,none
wavs/speakers/xwzgmmv5ZOiVaxXz/fb372b60-4539-11e9-b1e4-e5985dca719e.wav,Turn down the temperature,decrease,heat,none
wavs/speakers/ro5AaKwypZIqNEp2/484e6d00-4481-11e9-a9a5-5dbec3b8816a.wav,Fetch my socks,bring,socks,none
wavs/speakers/kNnmb7MdArswxLYw/03780100-45ee-11e9-aa19-e96346c3828f.wav,Turn up the heat in the washroom,increase,heat,washroom
wavs/speakers/gvKeNY2D3Rs2jRdL/169b9750-4595-11e9-9600-8f19ade2128c.wav,Turn off the kitchen lights,deactivate,lights,kitchen
wavs/speakers/eL2w4ZBD7liA85wm/a7cde3f0-440e-11e9-85a0-dd11eb2f13b6.wav,Switch off the lights,deactivate,lights,none
wavs/speakers/W4XOzzNEbrtZz4dW/e99cd7c0-44cf-11e9-a8b6-e96f2628bf65.wav,"It’s too loud, turn the volume down",decrease,volume,none
wavs/speakers/BvyakyrDmQfWEABb/4c0c3f90-4606-11e9-bc65-55b32b211b66.wav,Pause music,deactivate,music,none
wavs/speakers/5BEzPgPKe8taG9OB/6755f010-457b-11e9-9600-8f19ade2128c.wav,Pause the music,deactivate,music,none
wavs/speakers/R3mXwwoaX9IoRVKe/095ac1b0-454a-11e9-aa52-bf2189a03a60.wav,"It’s too loud, turn it down",decrease,volume,none
wavs/speakers/NWAAAQQZDXC5b9Mk/25c76aa0-444c-11e9-beaa-1f3e1eab7bff.wav,Make it hotter,increase,heat,none
wavs/speakers/DMApMRmGq5hjkyvX/b8be5f80-45d7-11e9-81ce-69b74fd7e64e.wav,Turn the bedroom lights off,deactivate,lights,bedroom
wavs/speakers/jgxq52DoPpsR9ZRx/f949a450-451a-11e9-9035-7943ec3b842a.wav,Bathroom heat up,increase,heat,washroom
wavs/speakers/xPZw23VxroC3N34k/c0f76c10-450e-11e9-9539-7f047cfe24d1.wav,"I need to hear this, increase the volume",increase,volume,none
wavs/speakers/WYmlNV2rDkSaALOE/a81eb8b0-4432-11e9-beaa-1f3e1eab7bff.wav,Turn the heat down,decrease,heat,none
wavs/speakers/KqDyvgWm4Wh8ZDM7/63001270-44d6-11e9-a8b6-e96f2628bf65.wav,Turn volume up,increase,volume,none
wavs/speakers/M4ybygBlWqImBn9oZ/219688f0-454e-11e9-aa52-bf2189a03a60.wav,Lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/xwzgmmv5ZOiVaxXz/254fa910-453d-11e9-b1e4-e5985dca719e.wav,Resume music,activate,music,none
wavs/speakers/kxgXN97ALmHbaezp/f06366f0-4466-11e9-beaa-1f3e1eab7bff.wav,Turn the heat down,decrease,heat,none
wavs/speakers/oXjpaOq4wVUezb3x/893e4910-450e-11e9-9539-7f047cfe24d1.wav,Turn the lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/R3mexpM2YAtdPbL7/80689b50-44fb-11e9-a1ea-79ca03012c0e.wav,Turn down the volume,decrease,volume,none
wavs/speakers/zaEBPeMY4NUbDnZy/070aaf40-44de-11e9-a8b6-e96f2628bf65.wav,Turn the kitchen temperature down,decrease,heat,kitchen
wavs/speakers/n5XllaB4gZFwZXkBz/a13041c0-45f1-11e9-aa19-e96346c3828f.wav,Set language to Korean,change language,Korean,none
wavs/speakers/M4ybygBlWqImBn9oZ/cdb118b0-454b-11e9-aa52-bf2189a03a60.wav,Bring me my socks,bring,socks,none
wavs/speakers/ZebMRl5Z7dhrPKRD/4d00fab0-4554-11e9-aa52-bf2189a03a60.wav,Turn the heat up,increase,heat,none
wavs/speakers/G3QxQd7qGRuXAZda/affa01f0-45e7-11e9-b578-494a5b19ab8b.wav,Bring some juice,bring,juice,none
wavs/speakers/R3mexpM2YAtdPbL7/0358dcf0-4501-11e9-a1ea-79ca03012c0e.wav,I need to practice my German. Switch the language,change language,German,none
wavs/speakers/mor8vDGkaOHzLLWBp/f5ac4790-4541-11e9-b1e4-e5985dca719e.wav,Bring shoes,bring,shoes,none
wavs/speakers/Ze7YenyZvxiB4MYZ/c92a1870-45e4-11e9-b578-494a5b19ab8b.wav,Turn off the music,deactivate,music,none
wavs/speakers/anvKyBjB5OiP5dYZ/69e3bc50-457a-11e9-9600-8f19ade2128c.wav,Turn the heat up in the washroom,increase,heat,washroom
wavs/speakers/5BEzPgPKe8taG9OB/fb087440-457b-11e9-9600-8f19ade2128c.wav,Kitchen lights off,deactivate,lights,kitchen
wavs/speakers/xwzgmmv5ZOiVaxXz/542e0580-453b-11e9-b1e4-e5985dca719e.wav,Far too loud,decrease,volume,none
wavs/speakers/ro5AaKwypZIqNEp2/51a3e1d0-4483-11e9-a9a5-5dbec3b8816a.wav,Go get the newspaper,bring,newspaper,none
wavs/speakers/gvKeNY2D3Rs2jRdL/54c350f0-4599-11e9-bf4b-216bfa333ac2.wav,Volume mute,decrease,volume,none
wavs/speakers/8e5qRjN7dGuovkRY/60289620-459f-11e9-bf4b-216bfa333ac2.wav,Turn the heat up,increase,heat,none
wavs/speakers/xPZw23VxroC3N34k/2339d750-450f-11e9-9539-7f047cfe24d1.wav,Increase the heating in the bedroom,increase,heat,bedroom
wavs/speakers/n5XllaB4gZFwZXkBz/6efc51b0-45f3-11e9-aa19-e96346c3828f.wav,Lower the volume,decrease,volume,none
wavs/speakers/W4XOzzNEbrtZz4dW/16a115a0-44d1-11e9-a8b6-e96f2628bf65.wav,Fetch my socks,bring,socks,none
wavs/speakers/AY5e3mMgZkIyG3Ox/d49ace70-446d-11e9-beaa-1f3e1eab7bff.wav,Could you decrease the heating?,decrease,heat,none
wavs/speakers/WYmlNV2rDkSaALOE/92ea7d60-4434-11e9-beaa-1f3e1eab7bff.wav,Washroom heat up,increase,heat,washroom
wavs/speakers/oRrwPDNPlAieQr8Q/37174520-4521-11e9-a843-8db76f4b5e29.wav,Turn down the temperature in the bedroom,decrease,heat,bedroom
wavs/speakers/jgxq52DoPpsR9ZRx/91676750-451a-11e9-9035-7943ec3b842a.wav,Turn it down,decrease,volume,none
wavs/speakers/xRQE5VD7rRHVdyvM/808064d0-45c6-11e9-8ec0-7bf21d1cfe30.wav,Decrease the heating in the washroom,decrease,heat,washroom
wavs/speakers/BvyakyrDmQfWEABb/85b73690-45fd-11e9-bc65-55b32b211b66.wav,Lights on in the kitchen,activate,lights,kitchen
wavs/speakers/oRrwPDNPlAieQr8Q/eda763e0-4519-11e9-9035-7943ec3b842a.wav,Increase the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/G3QxQd7qGRuXAZda/a2a05810-45e7-11e9-b578-494a5b19ab8b.wav,Bring the newspaper,bring,newspaper,none
wavs/speakers/d3erpmyk9yFlVyrZ/d06eb960-460c-11e9-bc65-55b32b211b66.wav,Volume mute,decrease,volume,none
wavs/speakers/DWmlpyg93YCXAXgE/dbeb7de0-4504-11e9-a1ea-79ca03012c0e.wav,Could you increase the heating?,increase,heat,none
wavs/speakers/qNY4Qwveojc8jlm4/e3d3fa30-44cf-11e9-a8b6-e96f2628bf65.wav,Turn off the kitchen lights,deactivate,lights,kitchen
wavs/speakers/oRrwPDNPlAieQr8Q/d4b8b8a0-451b-11e9-9035-7943ec3b842a.wav,Set language to Chinese,change language,Chinese,none
wavs/speakers/oRrwPDNPlAieQr8Q/74de16e0-4521-11e9-a843-8db76f4b5e29.wav,Decrease the heating in the bathroom,decrease,heat,washroom
wavs/speakers/xRQE5VD7rRHVdyvM/b4277ed0-45c2-11e9-8ec0-7bf21d1cfe30.wav,Turn the kitchen temperature up,increase,heat,kitchen
wavs/speakers/73bEEYMKLwtmVwV43/f18e4060-452c-11e9-b1e4-e5985dca719e.wav,Bathroom lights on,activate,lights,washroom
wavs/speakers/n5XllaB4gZFwZXkBz/717361a0-45f2-11e9-aa19-e96346c3828f.wav,Switch off the lamp,deactivate,lamp,none
wavs/speakers/ro5AaKwypZIqNEp2/7b36e330-4483-11e9-a9a5-5dbec3b8816a.wav,Use a different language,change language,none,none
wavs/speakers/mor8vDGkaOHzLLWBp/f64e7070-4540-11e9-b1e4-e5985dca719e.wav,"I need to hear this, increase the volume",increase,volume,none
wavs/speakers/8e5qRjN7dGuovkRY/169c6b90-459e-11e9-bf4b-216bfa333ac2.wav,Bathroom heat up,increase,heat,washroom
wavs/speakers/DMApMRmGq5hjkyvX/920ce850-45d9-11e9-81ce-69b74fd7e64e.wav,Turn down the washroom temperature,decrease,heat,washroom
wavs/speakers/zaEBPeMY4NUbDnZy/5f6d2ae0-44da-11e9-a8b6-e96f2628bf65.wav,Lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/ywE435j4gVizvw3R/9fd26380-4501-11e9-a1ea-79ca03012c0e.wav,Turn it up,increase,volume,none
wavs/speakers/ObdQbr9wyDfbmW4E/6356df10-4454-11e9-beaa-1f3e1eab7bff.wav,Turn up the bedroom heat,increase,heat,bedroom
wavs/speakers/9EWlVBQo9rtqRYdy/69dede10-45ed-11e9-aa19-e96346c3828f.wav,Turn up the bathroom temperature,increase,heat,washroom
wavs/speakers/xEYa2wgAQof3wyEO/584d2020-453a-11e9-b1e4-e5985dca719e.wav,Turn down the heat in the bathroom,decrease,heat,washroom
wavs/speakers/9EWlVBQo9rtqRYdy/347a5970-45ed-11e9-aa19-e96346c3828f.wav,Turn up the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/d2waAp3pEjiWgrDEY/4b3288a0-451a-11e9-9035-7943ec3b842a.wav,Turn up the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/ro5AaKwypZIqNEp2/a2780550-4483-11e9-a9a5-5dbec3b8816a.wav,OK now switch the main language to English,change language,English,none
wavs/speakers/R3mXwwoaX9IoRVKe/194ec8b0-454e-11e9-aa52-bf2189a03a60.wav,Go get the newspaper,bring,newspaper,none
wavs/speakers/8e5qRjN7dGuovkRY/fbfe2670-459d-11e9-bf4b-216bfa333ac2.wav,Turn up the washroom temperature,increase,heat,washroom
wavs/speakers/73bEEYMKLwtmVwV43/43303b30-452d-11e9-b1e4-e5985dca719e.wav,I need volume,increase,volume,none
wavs/speakers/5BEzPgPKe8taG9OB/615d2180-457e-11e9-9600-8f19ade2128c.wav,Volume max,increase,volume,none
wavs/speakers/xwzgmmv5ZOiVaxXz/a6695a20-453b-11e9-b1e4-e5985dca719e.wav,Turn the heat up in the kitchen,increase,heat,kitchen
wavs/speakers/kxgXN97ALmHbaezp/d711ff10-4464-11e9-beaa-1f3e1eab7bff.wav,I can't hear that,increase,volume,none
wavs/speakers/DMApMRmGq5hjkyvX/fe195190-45da-11e9-81ce-69b74fd7e64e.wav,Lights on in the bathroom,activate,lights,washroom
wavs/speakers/kNnmb7MdArswxLYw/dd192460-45f4-11e9-aa19-e96346c3828f.wav,Set the language,change language,none,none
wavs/speakers/X4vEl3glp9urv4GN/475515a0-4541-11e9-b1e4-e5985dca719e.wav,Lights on in the kitchen,activate,lights,kitchen
wavs/speakers/5BEzPgPKe8taG9OB/bb662460-457e-11e9-9600-8f19ade2128c.wav,Turn up the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/xPZw23VxroC3N34k/08701560-450f-11e9-9539-7f047cfe24d1.wav,Increase the heating in the kitchen,increase,heat,kitchen
wavs/speakers/d2waAp3pEjiWgrDEY/6a5b5460-4519-11e9-9035-7943ec3b842a.wav,Bedroom lights on,activate,lights,bedroom
wavs/speakers/AY5e3mMgZkIyG3Ox/66bedfe0-446d-11e9-beaa-1f3e1eab7bff.wav,Too loud,decrease,volume,none
wavs/speakers/G3QxQd7qGRuXAZda/9fd311d0-45e8-11e9-b578-494a5b19ab8b.wav,Lights on in the bedroom,activate,lights,bedroom
wavs/speakers/g2dnA9Wpvzi2WAmZ/c227c960-4548-11e9-aa52-bf2189a03a60.wav,Less heat,decrease,heat,none
wavs/speakers/xwzgmmv5ZOiVaxXz/b6923c80-452e-11e9-b1e4-e5985dca719e.wav,Decrease sound levels,decrease,volume,none
wavs/speakers/ZebMRl5Z7dhrPKRD/04a630f0-4563-11e9-9600-8f19ade2128c.wav,Bring me some juice,bring,juice,none
wavs/speakers/Z7BXPnplxGUjZdmBZ/211cbb20-44f8-11e9-a1ea-79ca03012c0e.wav,Turn the heat up in the bathroom,increase,heat,washroom
wavs/speakers/oRrwPDNPlAieQr8Q/239f1910-4520-11e9-a843-8db76f4b5e29.wav,Make it louder,increase,volume,none
wavs/speakers/gNYvkbx3gof2Y3V9/bb437a10-44e2-11e9-bb82-bdba769643e7.wav,Turn down the volume,decrease,volume,none
wavs/speakers/7NEaXjeLX3sg3yDB/798ea2a0-454d-11e9-aa52-bf2189a03a60.wav,Switch the bedroom lights on,activate,lights,bedroom
wavs/speakers/neaPN7GbBEUex8rV/114b9f30-45d5-11e9-9992-dfba019cb646.wav,Volume mute,decrease,volume,none
wavs/speakers/d3erpmyk9yFlVyrZ/f6059170-460d-11e9-bc65-55b32b211b66.wav,Kitchen heat up,increase,heat,kitchen
wavs/speakers/BvyakyrDmQfWEABb/6907c4b0-45fd-11e9-bc65-55b32b211b66.wav,Switch on the lamp,activate,lamp,none
wavs/speakers/RjDBre8jzzhdr4YL/144cf610-4419-11e9-85a0-dd11eb2f13b6.wav,Turn the washroom lights on,activate,lights,washroom
wavs/speakers/EExgNZ9dvgTE3928/4c83ea20-4612-11e9-bc65-55b32b211b66.wav,Turn up the heat,increase,heat,none
wavs/speakers/LR5vdbQgp3tlMBzB/2d44e4a0-45ce-11e9-9992-dfba019cb646.wav,Lights on,activate,lights,none
wavs/speakers/AvR9dePW88IynbaE/fc6aabb0-4520-11e9-a843-8db76f4b5e29.wav,Turn the heat up in the bathroom,increase,heat,washroom
wavs/speakers/kNnmb7MdArswxLYw/425db040-45ee-11e9-aa19-e96346c3828f.wav,Kitchen heat down,decrease,heat,kitchen
wavs/speakers/qNY4Qwveojc8jlm4/0e089d50-44d1-11e9-a8b6-e96f2628bf65.wav,Bring some juice,bring,juice,none
wavs/speakers/73bEEYMKLwtmVwV43/77b39980-452b-11e9-a843-8db76f4b5e29.wav,Switch on the lights,activate,lights,none
wavs/speakers/anvKyBjB5OiP5dYZ/30a3cf10-4576-11e9-9600-8f19ade2128c.wav,Turn on the lights in the bedroom,activate,lights,bedroom
wavs/speakers/9EWlVBQo9rtqRYdy/b98975b0-45ed-11e9-aa19-e96346c3828f.wav,Turn down the bedroom heat,decrease,heat,bedroom
wavs/speakers/M4ybygBlWqImBn9oZ/e99d08f0-454a-11e9-aa52-bf2189a03a60.wav,Increase the temperature,increase,heat,none
wavs/speakers/2ojo7YRL7Gck83Z3/17f86130-45e2-11e9-81ce-69b74fd7e64e.wav,Increase the sound,increase,volume,none
wavs/speakers/Xygv5loxdZtrywr9/fcc21420-4518-11e9-9035-7943ec3b842a.wav,Turn off the washroom lights,deactivate,lights,washroom
wavs/speakers/AY5e3mMgZkIyG3Ox/85184db0-446c-11e9-beaa-1f3e1eab7bff.wav,Lights off,deactivate,lights,none
wavs/speakers/9EWlVBQo9rtqRYdy/54965ed0-45ec-11e9-aa19-e96346c3828f.wav,Lights on in the kitchen,activate,lights,kitchen
wavs/speakers/Rq9EA8dEeZcEwada2/f52971d0-45d7-11e9-81ce-69b74fd7e64e.wav,Turn on the lights in the bedroom,activate,lights,bedroom
